,senior_citizen,tenure,monthly_charges,baseline_prediction,Total_Charges,gender_Female,gender_Male,partner_No,partner_Yes,dependents_No,dependents_Yes,phone_service_No,phone_service_Yes,multiple_lines_No,multiple_lines_No phone service,multiple_lines_Yes,online_security_No,online_security_No internet service,online_security_Yes,online_backup_No,online_backup_No internet service,online_backup_Yes,device_protection_No,device_protection_No internet service,device_protection_Yes,tech_support_No,tech_support_No internet service,tech_support_Yes,streaming_tv_No,streaming_tv_No internet service,streaming_tv_Yes,streaming_movies_No,streaming_movies_No internet service,streaming_movies_Yes,paperless_billing_No,paperless_billing_Yes,internet_service_type_DSL,internet_service_type_Fiber optic,internet_service_type_None,contract_type_Month-to-month,contract_type_One year,contract_type_Two year,payment_type_Bank transfer (automatic),payment_type_Credit card (automatic),payment_type_Electronic check,payment_type_Mailed check,y_true,y_pred
0,-0.45235305644068863,0.7299725796696424,0.12009764556084848,0.0,0.5590366618933531,-0.9886842184568324,0.9886842184568324,-1.0391735450850996,1.0391735450850996,-1.5505993529957685,1.5505993529957685,-0.3442908614749267,0.3442908614749266,-0.9761033642897547,-0.3442908614749267,1.209275303671605,-0.9623031732568867,-0.5384312926276982,1.5479454982978191,1.1489699792428523,-0.5384312926276982,-0.7245314141326625,1.1390283670370256,-0.5384312926276982,-0.7176950653979389,1.0571044789982078,-0.5384312926276982,-0.6593131862408185,-0.8184337048387929,-0.5384312926276982,1.2934464821867848,-0.8087753996375158,-0.5384312926276982,1.2778727642054692,-0.851559377984371,0.851559377984371,-0.7313921641750026,1.1590225767142472,-0.5384312926276982,-1.0924503365872136,-0.5141872122181115,1.7469611326092125,-0.49866607143386993,-0.5274294437949195,1.3955604961922987,-0.5680419737250519,0,0
1,2.2106626356599346,0.9733640452714086,0.18355691396139912,0.0,0.7704165853118937,-0.9886842184568324,0.9886842184568324,-1.0391735450850996,1.0391735450850996,0.6449119162006569,-0.6449119162006569,-0.3442908614749267,0.3442908614749266,-0.9761033642897547,-0.3442908614749267,1.209275303671605,1.0391735450850996,-0.5384312926276982,-0.6460175769105817,-0.8703447592764607,-0.5384312926276982,1.3802024046080887,-0.8779412602350876,-0.5384312926276982,1.393349415667965,1.0571044789982078,-0.5384312926276982,-0.6593131862408185,-0.8184337048387929,-0.5384312926276982,1.2934464821867848,1.2364372116760585,-0.5384312926276982,-0.7825505230340835,-0.851559377984371,0.851559377984371,1.3672555558863313,-0.862795962814576,-0.5384312926276982,-1.0924503365872136,1.9448169387297274,-0.5724225807510829,-0.49866607143386993,1.8959881966484036,-0.7165579727488983,-0.5680419737250519,0,0
2,-0.45235305644068863,0.9733640452714086,0.9515767776808883,0.0,1.3430816438944162,1.0114452939896517,-1.0114452939896517,-1.0391735450850996,1.0391735450850996,-1.5505993529957685,1.5505993529957685,-0.3442908614749267,0.3442908614749266,-0.9761033642897547,-0.3442908614749267,1.209275303671605,-0.9623031732568867,-0.5384312926276982,1.5479454982978191,1.1489699792428523,-0.5384312926276982,-0.7245314141326625,-0.8779412602350876,-0.5384312926276982,1.393349415667965,1.0571044789982078,-0.5384312926276982,-0.6593131862408185,-0.8184337048387929,-0.5384312926276982,1.2934464821867848,1.2364372116760585,-0.5384312926276982,-0.7825505230340835,1.1743162319073814,-1.1743162319073814,-0.7313921641750026,1.1590225767142472,-0.5384312926276982,0.9153734192841881,-0.5141872122181115,-0.5724225807510829,-0.49866607143386993,-0.5274294437949195,1.3955604961922987,-0.5680419737250519,0,0
3,-0.45235305644068863,-0.3247237712713447,-0.3696777336331478,0.0,-0.42205922731082424,1.0114452939896517,-1.0114452939896517,-1.0391735450850996,1.0391735450850996,-1.5505993529957685,1.5505993529957685,-0.3442908614749267,0.3442908614749266,1.024481665143766,-0.3442908614749267,-0.826941554965852,1.0391735450850996,-0.5384312926276982,-0.6460175769105817,1.1489699792428523,-0.5384312926276982,-0.7245314141326625,1.1390283670370256,-0.5384312926276982,-0.7176950653979389,1.0571044789982078,-0.5384312926276982,-0.6593131862408185,1.2218460628976304,-0.5384312926276982,-0.7731282382161919,-0.8087753996375158,-0.5384312926276982,1.2778727642054692,-0.851559377984371,0.851559377984371,-0.7313921641750026,1.1590225767142472,-0.5384312926276982,0.9153734192841881,-0.5141872122181115,-0.5724225807510829,-0.49866607143386993,-0.5274294437949195,1.3955604961922987,-0.5680419737250519,0,0
4,-0.45235305644068863,-0.8926371910087992,-1.476147028822242,0.0,-0.9183603257918885,-0.9886842184568324,0.9886842184568324,0.9623031732568867,-0.9623031732568867,0.6449119162006569,-0.6449119162006569,-0.3442908614749267,0.3442908614749266,1.024481665143766,-0.3442908614749267,-0.826941554965852,1.0391735450850996,-0.5384312926276982,-0.6460175769105817,-0.8703447592764607,-0.5384312926276982,1.3802024046080887,1.1390283670370256,-0.5384312926276982,-0.7176950653979389,1.0571044789982078,-0.5384312926276982,-0.6593131862408185,-0.8184337048387929,-0.5384312926276982,1.2934464821867848,-0.8087753996375158,-0.5384312926276982,1.2778727642054692,-0.851559377984371,0.851559377984371,-0.7313921641750026,1.1590225767142472,-0.5384312926276982,-1.0924503365872136,1.9448169387297274,-0.5724225807510829,2.005349987266206,-0.5274294437949195,-0.7165579727488983,-0.5680419737250519,1,0
5,-0.45235305644068863,0.6894073354026813,0.17379394959208366,0.0,0.48515065196448726,1.0114452939896517,-1.0114452939896517,-1.0391735450850996,1.0391735450850996,0.6449119162006569,-0.6449119162006569,-0.3442908614749267,0.3442908614749266,-0.9761033642897547,-0.3442908614749267,1.209275303671605,-0.9623031732568867,1.8572471802664272,-0.6460175769105817,-0.8703447592764607,1.8572471802664272,-0.7245314141326625,-0.8779412602350876,1.8572471802664272,-0.7176950653979389,-0.9459802884835713,1.8572471802664272,-0.6593131862408185,-0.8184337048387929,1.8572471802664272,-0.7731282382161919,-0.8087753996375158,1.8572471802664272,-0.7825505230340835,1.1743162319073814,-1.1743162319073814,-0.7313921641750026,-0.862795962814576,1.8572471802664272,-1.0924503365872136,-0.5141872122181115,1.7469611326092125,-0.49866607143386993,1.8959881966484036,-0.7165579727488983,-0.5680419737250519,0,0
6,-0.45235305644068863,-0.6492457254070331,0.8832360270956793,0.0,-0.33298230545432617,1.0114452939896517,-1.0114452939896517,0.9623031732568867,-0.9623031732568867,0.6449119162006569,-0.6449119162006569,2.9045208917716976,-2.9045208917716976,-0.9761033642897547,2.9045208917716976,-0.826941554965852,1.0391735450850996,-0.5384312926276982,-0.6460175769105817,-0.8703447592764607,-0.5384312926276982,1.3802024046080887,1.1390283670370256,-0.5384312926276982,-0.7176950653979389,-0.9459802884835713,-0.5384312926276982,1.5167298650610381,-0.8184337048387929,-0.5384312926276982,1.2934464821867848,1.2364372116760585,-0.5384312926276982,-0.7825505230340835,-0.851559377984371,0.851559377984371,1.3672555558863313,-0.862795962814576,-0.5384312926276982,0.9153734192841881,-0.5141872122181115,-0.5724225807510829,-0.49866607143386993,-0.5274294437949195,1.3955604961922987,-0.5680419737250519,0,0
7,-0.45235305644068863,-1.1765939008775266,-0.2948283401350621,0.0,-0.9125425297344975,-0.9886842184568324,0.9886842184568324,-1.0391735450850996,1.0391735450850996,-1.5505993529957685,1.5505993529957685,-0.3442908614749267,0.3442908614749266,1.024481665143766,-0.3442908614749267,-0.826941554965852,-0.9623031732568867,1.8572471802664272,-0.6460175769105817,-0.8703447592764607,1.8572471802664272,-0.7245314141326625,-0.8779412602350876,1.8572471802664272,-0.7176950653979389,-0.9459802884835713,1.8572471802664272,-0.6593131862408185,-0.8184337048387929,1.8572471802664272,-0.7731282382161919,-0.8087753996375158,1.8572471802664272,-0.7825505230340835,1.1743162319073814,-1.1743162319073814,-0.7313921641750026,-0.862795962814576,1.8572471802664272,-1.0924503365872136,1.9448169387297274,-0.5724225807510829,-0.49866607143386993,-0.5274294437949195,-0.7165579727488983,1.7604332888330325,0,0
8,-0.45235305644068863,0.9733640452714086,0.7188927935455345,0.0,1.0913650011446316,1.0114452939896517,-1.0114452939896517,-1.0391735450850996,1.0391735450850996,-1.5505993529957685,1.5505993529957685,-0.3442908614749267,0.3442908614749266,-0.9761033642897547,-0.3442908614749267,1.209275303671605,-0.9623031732568867,1.8572471802664272,-0.6460175769105817,-0.8703447592764607,1.8572471802664272,-0.7245314141326625,-0.8779412602350876,1.8572471802664272,-0.7176950653979389,-0.9459802884835713,1.8572471802664272,-0.6593131862408185,-0.8184337048387929,1.8572471802664272,-0.7731282382161919,-0.8087753996375158,1.8572471802664272,-0.7825505230340835,-0.851559377984371,0.851559377984371,-0.7313921641750026,-0.862795962814576,1.8572471802664272,-1.0924503365872136,-0.5141872122181115,1.7469611326092125,-0.49866607143386993,-0.5274294437949195,-0.7165579727488983,1.7604332888330325,0,0
9,-0.45235305644068863,0.24318964846610985,-1.474519868094023,0.0,-0.6577877045991862,1.0114452939896517,-1.0114452939896517,0.9623031732568867,-0.9623031732568867,0.6449119162006569,-0.6449119162006569,-0.3442908614749267,0.3442908614749266,1.024481665143766,-0.3442908614749267,-0.826941554965852,1.0391735450850996,-0.5384312926276982,-0.6460175769105817,1.1489699792428523,-0.5384312926276982,-0.7245314141326625,1.1390283670370256,-0.5384312926276982,-0.7176950653979389,1.0571044789982078,-0.5384312926276982,-0.6593131862408185,1.2218460628976304,-0.5384312926276982,-0.7731282382161919,1.2364372116760585,-0.5384312926276982,-0.7825505230340835,-0.851559377984371,0.851559377984371,-0.7313921641750026,1.1590225767142472,-0.5384312926276982,0.9153734192841881,-0.5141872122181115,-0.5724225807510829,-0.49866607143386993,-0.5274294437949195,1.3955604961922987,-0.5680419737250519,0,0
